Feature,Value,Model,Subject
trunk_acc_mean,0.1318845633870608,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_med,0.11316168938148094,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_rms,0.07457585967458842,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_perc25,0.07096042919295195,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_perc75,0.0479822421367614,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_min,0.033059542159303325,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_med,0.0327577686573808,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_rms,0.02638523111484438,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_std,0.02367758206544788,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_mean,0.023283800347323833,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_mad,0.022784742513939787,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_mad,0.020912253259923165,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_perc75,0.02013592231178158,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_perc75,0.01829802634670567,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_perc75,0.018023629557705517,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_mean,0.017435306653619222,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_mad,0.01707988455316876,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_std,0.016795435777149512,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_mean,0.015999787294044894,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_med,0.015324145675612928,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_mean,0.014796758816924205,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_mad,0.014202250961276862,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_perc75,0.01403157631519305,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_rms,0.012177305456325194,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_max,0.01137190896461188,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_mad,0.01029103252224088,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_rms,0.009431773882301589,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_std,0.009021048830951003,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_rms,0.00891331333450905,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_std,0.008776003512394232,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_mad,0.008702352062036492,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_length,0.008326712657163714,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_std,0.006761200068793987,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_max,0.006496253387097444,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_perc25,0.006290919164866644,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_perc25,0.006055525342563152,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_std,0.006044459791249157,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_max,0.006022098095933201,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_min,0.005928293206343691,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_perc75,0.005240490575984345,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_rms,0.005224039357869944,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_min,0.0051032409604689225,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_med,0.004995656027639201,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_med,0.004987345892559651,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_min,0.004638003895796173,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_perc25,0.004438650746603645,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_max,0.004141239767800981,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_mean,0.004038811381476437,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_perc25,0.003952171531827315,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_med,0.0037984356548027174,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_min,0.0035677682452263043,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_perc25,0.00280017304545271,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_max,0.0026561654105999705,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_max,0.002176306137982789,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_min,0.0019524360639087846,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
pace,0.001126154639491314,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
weight,0.0010042822309383938,"ExtraTreesRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_mean,25.0,LGBMRegressor(random_state=2024),1
wrist_acc_length,23.0,LGBMRegressor(random_state=2024),1
trunk_acc_std,22.0,LGBMRegressor(random_state=2024),1
trunk_acc_perc25,21.0,LGBMRegressor(random_state=2024),1
trunk_acc_max,20.0,LGBMRegressor(random_state=2024),1
wrist_jerk_perc75,17.0,LGBMRegressor(random_state=2024),1
trunk_acc_perc75,16.0,LGBMRegressor(random_state=2024),1
wrist_acc_med,14.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_max,13.0,LGBMRegressor(random_state=2024),1
wrist_jerk_std,12.0,LGBMRegressor(random_state=2024),1
trunk_jerk_mad,12.0,LGBMRegressor(random_state=2024),1
wrist_acc_perc75,12.0,LGBMRegressor(random_state=2024),1
trunk_acc_min,12.0,LGBMRegressor(random_state=2024),1
upperarm_acc_max,11.0,LGBMRegressor(random_state=2024),1
trunk_jerk_std,10.0,LGBMRegressor(random_state=2024),1
wrist_jerk_med,10.0,LGBMRegressor(random_state=2024),1
upperarm_acc_rms,9.0,LGBMRegressor(random_state=2024),1
wrist_jerk_max,9.0,LGBMRegressor(random_state=2024),1
wrist_acc_max,9.0,LGBMRegressor(random_state=2024),1
wrist_acc_min,9.0,LGBMRegressor(random_state=2024),1
wrist_acc_perc25,8.0,LGBMRegressor(random_state=2024),1
trunk_acc_mad,8.0,LGBMRegressor(random_state=2024),1
wrist_acc_mean,7.0,LGBMRegressor(random_state=2024),1
upperarm_acc_med,7.0,LGBMRegressor(random_state=2024),1
trunk_acc_med,7.0,LGBMRegressor(random_state=2024),1
wrist_jerk_min,7.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_perc25,7.0,LGBMRegressor(random_state=2024),1
upperarm_acc_mean,6.0,LGBMRegressor(random_state=2024),1
trunk_jerk_max,6.0,LGBMRegressor(random_state=2024),1
upperarm_acc_perc25,6.0,LGBMRegressor(random_state=2024),1
wrist_jerk_mad,6.0,LGBMRegressor(random_state=2024),1
upperarm_acc_min,5.0,LGBMRegressor(random_state=2024),1
trunk_jerk_med,5.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_mean,5.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_med,4.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_rms,4.0,LGBMRegressor(random_state=2024),1
trunk_acc_rms,4.0,LGBMRegressor(random_state=2024),1
wrist_jerk_rms,4.0,LGBMRegressor(random_state=2024),1
upperarm_acc_perc75,4.0,LGBMRegressor(random_state=2024),1
trunk_jerk_perc75,4.0,LGBMRegressor(random_state=2024),1
trunk_jerk_perc25,3.0,LGBMRegressor(random_state=2024),1
wrist_acc_std,3.0,LGBMRegressor(random_state=2024),1
upperarm_acc_std,3.0,LGBMRegressor(random_state=2024),1
trunk_jerk_rms,3.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_perc75,3.0,LGBMRegressor(random_state=2024),1
wrist_jerk_perc25,3.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_mad,2.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_min,2.0,LGBMRegressor(random_state=2024),1
wrist_acc_mad,2.0,LGBMRegressor(random_state=2024),1
upperarm_jerk_std,2.0,LGBMRegressor(random_state=2024),1
trunk_jerk_mean,1.0,LGBMRegressor(random_state=2024),1
wrist_jerk_mean,1.0,LGBMRegressor(random_state=2024),1
pace,1.0,LGBMRegressor(random_state=2024),1
upperarm_acc_mad,0.0,LGBMRegressor(random_state=2024),1
trunk_jerk_min,0.0,LGBMRegressor(random_state=2024),1
wrist_acc_rms,0.0,LGBMRegressor(random_state=2024),1
weight,0.0,LGBMRegressor(random_state=2024),1
trunk_acc_perc25,0.1326963847953928,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_med,0.10757718948147225,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_perc25,0.08479447985272626,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_mean,0.05018114007508066,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_perc75,0.046162212363735126,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_perc25,0.039344663270860634,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_mad,0.037889423324153855,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_std,0.03449026054247374,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_std,0.03258842209125432,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_med,0.03221797000790032,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_perc75,0.030014082018115562,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_perc75,0.02729443036687614,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_mad,0.022592896628605832,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_std,0.020745981617504423,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_rms,0.0194405895963261,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_rms,0.01802280900252905,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_length,0.016088015262270366,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_min,0.014298198117307696,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_perc75,0.013582343569791737,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_mad,0.013517338850028888,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_mean,0.010702793653367557,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_med,0.01070064774815602,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_rms,0.010043961308023343,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_perc75,0.009902554067353507,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_min,0.009706138136473948,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_mad,0.009079419602622563,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_med,0.008742705519656,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_mean,0.008277274960268187,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_mad,0.00821285172965273,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_mean,0.00742314048988673,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_rms,0.007186023929091437,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_rms,0.007119425282486721,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_max,0.006904984925345257,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_max,0.0068249820439557326,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_min,0.00639169742606351,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_min,0.006342830063438218,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_mean,0.005582235613968861,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_med,0.0055339212884497665,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_std,0.005510323629521024,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_med,0.004752375436446762,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_min,0.004656342749743727,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_max,0.004620852710728548,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_max,0.004433777887903979,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_mad,0.00432774967323614,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_max,0.004198939176121849,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_mean,0.004015862209656785,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_max,0.0036726917172876586,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_acc_rms,0.0032716672057552364,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_std,0.0032237623180078317,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_jerk_perc25,0.003200057867851684,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_perc25,0.0029403853910866203,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_min,0.0026347209728059848,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_jerk_perc25,0.0021739216038825764,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
wrist_jerk_std,0.002103025297042378,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
upperarm_acc_perc75,0.001947925836959879,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
pace,9.91996932956342e-05,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
weight,0.0,"RandomForestRegressor(n_jobs=-1, random_state=2024)",1
trunk_acc_perc25,0.18954963284844611,GradientBoostingRegressor(random_state=2024),1
trunk_acc_mean,0.15817387399013505,GradientBoostingRegressor(random_state=2024),1
trunk_acc_med,0.06819503360244762,GradientBoostingRegressor(random_state=2024),1
wrist_acc_med,0.06787125454045871,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_perc25,0.04963399273989437,GradientBoostingRegressor(random_state=2024),1
trunk_acc_rms,0.047601210324185086,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_std,0.042283877490770665,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_min,0.03876377913875726,GradientBoostingRegressor(random_state=2024),1
trunk_acc_std,0.03732841802579149,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_mean,0.03378950436378053,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_perc75,0.02717285777230495,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_std,0.024249426214748234,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_max,0.022316695689060785,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_mean,0.017353451083534054,GradientBoostingRegressor(random_state=2024),1
trunk_acc_max,0.014376944636650344,GradientBoostingRegressor(random_state=2024),1
wrist_acc_perc75,0.01327625605818634,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_perc75,0.009426610178939655,GradientBoostingRegressor(random_state=2024),1
wrist_acc_mad,0.008726574785551153,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_rms,0.008603189349900446,GradientBoostingRegressor(random_state=2024),1
wrist_acc_std,0.00857441607217753,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_perc75,0.008316262237995798,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_rms,0.008252247768765894,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_perc75,0.007581278039108039,GradientBoostingRegressor(random_state=2024),1
trunk_acc_perc75,0.007396079731326565,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_mean,0.007214188921719156,GradientBoostingRegressor(random_state=2024),1
wrist_acc_max,0.006227273488120621,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_mad,0.006205236719639771,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_std,0.006132971901494051,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_mad,0.00607004022293893,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_mad,0.005103474073894611,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_med,0.005059938039183078,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_min,0.004890769574711127,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_rms,0.004430385329856347,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_std,0.0031283020968559346,GradientBoostingRegressor(random_state=2024),1
wrist_acc_length,0.0028531989716560242,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_med,0.0024986252921539056,GradientBoostingRegressor(random_state=2024),1
wrist_acc_min,0.0024082362538185445,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_mad,0.0024049533202134044,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_perc25,0.0019398784499722115,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_min,0.0019008747427846494,GradientBoostingRegressor(random_state=2024),1
upperarm_acc_max,0.0018877528935309143,GradientBoostingRegressor(random_state=2024),1
upperarm_jerk_max,0.0016167906468686705,GradientBoostingRegressor(random_state=2024),1
trunk_acc_mad,0.001578308892302484,GradientBoostingRegressor(random_state=2024),1
trunk_acc_min,0.0011322537678191919,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_max,0.0011290869834941904,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_min,0.0010203001359752831,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_perc25,0.0010143365792005142,GradientBoostingRegressor(random_state=2024),1
wrist_acc_rms,0.0009046243970029746,GradientBoostingRegressor(random_state=2024),1
trunk_jerk_med,0.0008881545950665534,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_rms,0.0002915165445278254,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_perc25,0.0002616540968532807,GradientBoostingRegressor(random_state=2024),1
wrist_acc_mean,0.0002448738235441871,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_med,0.00022870116211659846,GradientBoostingRegressor(random_state=2024),1
wrist_acc_perc25,0.00020915283218084707,GradientBoostingRegressor(random_state=2024),1
pace,0.00020471637249578622,GradientBoostingRegressor(random_state=2024),1
wrist_jerk_mean,0.00010656219509169195,GradientBoostingRegressor(random_state=2024),1
weight,0.0,GradientBoostingRegressor(random_state=2024),1
wrist_acc_length,0.000342189313083105,Lasso(random_state=2024),1
trunk_jerk_rms,0.0,Lasso(random_state=2024),1
trunk_jerk_std,0.0,Lasso(random_state=2024),1
trunk_jerk_min,0.0,Lasso(random_state=2024),1
trunk_jerk_max,0.0,Lasso(random_state=2024),1
trunk_jerk_med,0.0,Lasso(random_state=2024),1
trunk_jerk_perc25,0.0,Lasso(random_state=2024),1
trunk_jerk_perc75,0.0,Lasso(random_state=2024),1
upperarm_acc_mean,0.0,Lasso(random_state=2024),1
upperarm_acc_rms,0.0,Lasso(random_state=2024),1
upperarm_acc_mad,0.0,Lasso(random_state=2024),1
upperarm_acc_std,0.0,Lasso(random_state=2024),1
upperarm_acc_min,0.0,Lasso(random_state=2024),1
upperarm_acc_max,0.0,Lasso(random_state=2024),1
upperarm_acc_med,0.0,Lasso(random_state=2024),1
upperarm_acc_perc25,0.0,Lasso(random_state=2024),1
upperarm_acc_perc75,0.0,Lasso(random_state=2024),1
upperarm_jerk_mean,0.0,Lasso(random_state=2024),1
upperarm_jerk_rms,0.0,Lasso(random_state=2024),1
upperarm_jerk_mad,0.0,Lasso(random_state=2024),1
upperarm_jerk_std,0.0,Lasso(random_state=2024),1
upperarm_jerk_min,0.0,Lasso(random_state=2024),1
upperarm_jerk_max,0.0,Lasso(random_state=2024),1
upperarm_jerk_med,0.0,Lasso(random_state=2024),1
upperarm_jerk_perc25,0.0,Lasso(random_state=2024),1
upperarm_jerk_perc75,0.0,Lasso(random_state=2024),1
weight,0.0,Lasso(random_state=2024),1
trunk_jerk_mad,0.0,Lasso(random_state=2024),1
trunk_jerk_mean,0.0,Lasso(random_state=2024),1
wrist_acc_mean,0.0,Lasso(random_state=2024),1
trunk_acc_perc75,0.0,Lasso(random_state=2024),1
wrist_acc_rms,0.0,Lasso(random_state=2024),1
wrist_acc_mad,0.0,Lasso(random_state=2024),1
wrist_acc_std,0.0,Lasso(random_state=2024),1
wrist_acc_min,0.0,Lasso(random_state=2024),1
wrist_acc_max,0.0,Lasso(random_state=2024),1
wrist_acc_med,0.0,Lasso(random_state=2024),1
wrist_acc_perc25,0.0,Lasso(random_state=2024),1
wrist_acc_perc75,0.0,Lasso(random_state=2024),1
wrist_jerk_mean,0.0,Lasso(random_state=2024),1
wrist_jerk_rms,0.0,Lasso(random_state=2024),1
wrist_jerk_mad,0.0,Lasso(random_state=2024),1
wrist_jerk_std,0.0,Lasso(random_state=2024),1
wrist_jerk_min,0.0,Lasso(random_state=2024),1
wrist_jerk_max,0.0,Lasso(random_state=2024),1
wrist_jerk_med,0.0,Lasso(random_state=2024),1
wrist_jerk_perc25,0.0,Lasso(random_state=2024),1
wrist_jerk_perc75,0.0,Lasso(random_state=2024),1
trunk_acc_mean,0.0,Lasso(random_state=2024),1
trunk_acc_rms,0.0,Lasso(random_state=2024),1
trunk_acc_mad,0.0,Lasso(random_state=2024),1
trunk_acc_std,0.0,Lasso(random_state=2024),1
trunk_acc_min,0.0,Lasso(random_state=2024),1
trunk_acc_max,0.0,Lasso(random_state=2024),1
trunk_acc_med,0.0,Lasso(random_state=2024),1
trunk_acc_perc25,0.0,Lasso(random_state=2024),1
pace,0.0,Lasso(random_state=2024),1
wrist_acc_length,0.0003421893130831051,LassoLars(random_state=2024),1
trunk_jerk_rms,0.0,LassoLars(random_state=2024),1
trunk_jerk_std,0.0,LassoLars(random_state=2024),1
trunk_jerk_min,0.0,LassoLars(random_state=2024),1
trunk_jerk_max,0.0,LassoLars(random_state=2024),1
trunk_jerk_med,0.0,LassoLars(random_state=2024),1
trunk_jerk_perc25,0.0,LassoLars(random_state=2024),1
trunk_jerk_perc75,0.0,LassoLars(random_state=2024),1
upperarm_acc_mean,0.0,LassoLars(random_state=2024),1
upperarm_acc_rms,0.0,LassoLars(random_state=2024),1
upperarm_acc_mad,0.0,LassoLars(random_state=2024),1
upperarm_acc_std,0.0,LassoLars(random_state=2024),1
upperarm_acc_min,0.0,LassoLars(random_state=2024),1
upperarm_acc_max,0.0,LassoLars(random_state=2024),1
upperarm_acc_med,0.0,LassoLars(random_state=2024),1
upperarm_acc_perc25,0.0,LassoLars(random_state=2024),1
upperarm_acc_perc75,0.0,LassoLars(random_state=2024),1
upperarm_jerk_mean,0.0,LassoLars(random_state=2024),1
upperarm_jerk_rms,0.0,LassoLars(random_state=2024),1
upperarm_jerk_mad,0.0,LassoLars(random_state=2024),1
upperarm_jerk_std,0.0,LassoLars(random_state=2024),1
upperarm_jerk_min,0.0,LassoLars(random_state=2024),1
upperarm_jerk_max,0.0,LassoLars(random_state=2024),1
upperarm_jerk_med,0.0,LassoLars(random_state=2024),1
upperarm_jerk_perc25,0.0,LassoLars(random_state=2024),1
upperarm_jerk_perc75,0.0,LassoLars(random_state=2024),1
weight,0.0,LassoLars(random_state=2024),1
trunk_jerk_mad,0.0,LassoLars(random_state=2024),1
trunk_jerk_mean,0.0,LassoLars(random_state=2024),1
wrist_acc_mean,0.0,LassoLars(random_state=2024),1
trunk_acc_perc75,0.0,LassoLars(random_state=2024),1
wrist_acc_rms,0.0,LassoLars(random_state=2024),1
wrist_acc_mad,0.0,LassoLars(random_state=2024),1
wrist_acc_std,0.0,LassoLars(random_state=2024),1
wrist_acc_min,0.0,LassoLars(random_state=2024),1
wrist_acc_max,0.0,LassoLars(random_state=2024),1
wrist_acc_med,0.0,LassoLars(random_state=2024),1
wrist_acc_perc25,0.0,LassoLars(random_state=2024),1
wrist_acc_perc75,0.0,LassoLars(random_state=2024),1
wrist_jerk_mean,0.0,LassoLars(random_state=2024),1
wrist_jerk_rms,0.0,LassoLars(random_state=2024),1
wrist_jerk_mad,0.0,LassoLars(random_state=2024),1
wrist_jerk_std,0.0,LassoLars(random_state=2024),1
wrist_jerk_min,0.0,LassoLars(random_state=2024),1
wrist_jerk_max,0.0,LassoLars(random_state=2024),1
wrist_jerk_med,0.0,LassoLars(random_state=2024),1
wrist_jerk_perc25,0.0,LassoLars(random_state=2024),1
wrist_jerk_perc75,0.0,LassoLars(random_state=2024),1
trunk_acc_mean,0.0,LassoLars(random_state=2024),1
trunk_acc_rms,0.0,LassoLars(random_state=2024),1
trunk_acc_mad,0.0,LassoLars(random_state=2024),1
trunk_acc_std,0.0,LassoLars(random_state=2024),1
trunk_acc_min,0.0,LassoLars(random_state=2024),1
trunk_acc_max,0.0,LassoLars(random_state=2024),1
trunk_acc_med,0.0,LassoLars(random_state=2024),1
trunk_acc_perc25,0.0,LassoLars(random_state=2024),1
pace,0.0,LassoLars(random_state=2024),1
trunk_acc_perc25,0.354575543241402,DecisionTreeRegressor(random_state=2024),1
trunk_acc_mean,0.22263954712833364,DecisionTreeRegressor(random_state=2024),1
wrist_acc_med,0.12137342099413312,DecisionTreeRegressor(random_state=2024),1
wrist_jerk_max,0.07813324538258574,DecisionTreeRegressor(random_state=2024),1
upperarm_jerk_mean,0.05212348277655546,DecisionTreeRegressor(random_state=2024),1
upperarm_jerk_perc75,0.04623696444276918,DecisionTreeRegressor(random_state=2024),1
trunk_jerk_std,0.039509124890061566,DecisionTreeRegressor(random_state=2024),1
trunk_acc_std,0.014165817142400254,DecisionTreeRegressor(random_state=2024),1
trunk_acc_min,0.013545985676592548,DecisionTreeRegressor(random_state=2024),1
wrist_acc_perc75,0.011794038195753172,DecisionTreeRegressor(random_state=2024),1
wrist_acc_std,0.009102902374670159,DecisionTreeRegressor(random_state=2024),1
wrist_acc_max,0.007332893579595426,DecisionTreeRegressor(random_state=2024),1
upperarm_acc_max,0.0073148322653599565,DecisionTreeRegressor(random_state=2024),1
wrist_acc_length,0.007043912551828215,DecisionTreeRegressor(random_state=2024),1
upperarm_jerk_min,0.006637532981530343,DecisionTreeRegressor(random_state=2024),1
trunk_acc_perc75,0.005057167985927873,DecisionTreeRegressor(random_state=2024),1
wrist_jerk_perc75,0.0034135883905013187,DecisionTreeRegressor(random_state=2024),1
upperarm_acc_std,0.0,DecisionTreeRegressor(random_state=2024),1
upperarm_acc_mad,0.0,DecisionTreeRegressor(random_state=2024),1
