subject,experimental_condition,rpe,wrist_acc_time,wrist_acc_length,wrist_acc_mean,wrist_acc_rms,wrist_acc_mad,wrist_acc_std,wrist_acc_min,wrist_acc_max,wrist_acc_med,wrist_acc_perc25,wrist_acc_perc75,wrist_jerk_mean,wrist_jerk_rms,wrist_jerk_mad,wrist_jerk_std,wrist_jerk_min,wrist_jerk_max,wrist_jerk_med,wrist_jerk_perc25,wrist_jerk_perc75,trunk_acc_mean,trunk_acc_rms,trunk_acc_mad,trunk_acc_std,trunk_acc_min,trunk_acc_max,trunk_acc_med,trunk_acc_perc25,trunk_acc_perc75,trunk_jerk_mean,trunk_jerk_rms,trunk_jerk_mad,trunk_jerk_std,trunk_jerk_min,trunk_jerk_max,trunk_jerk_med,trunk_jerk_perc25,trunk_jerk_perc75,upperarm_acc_mean,upperarm_acc_rms,upperarm_acc_mad,upperarm_acc_std,upperarm_acc_min,upperarm_acc_max,upperarm_acc_med,upperarm_acc_perc25,upperarm_acc_perc75,upperarm_jerk_mean,upperarm_jerk_rms,upperarm_jerk_mad,upperarm_jerk_std,upperarm_jerk_min,upperarm_jerk_max,upperarm_jerk_med,upperarm_jerk_perc25,upperarm_jerk_perc75,weight,pace
1,Condition 2.5-15,0,1631983612.0,2952,1.0173653663189273,1.0424560236795228,0.1533407371686191,0.2273758698679041,0.426779735785749,2.3285639526455872,0.9999651158268212,0.903397529674622,1.099885477982253,4.629825658563117,6.413382301611335,3.4089831670903736,4.438790780321099,0.0168196866590367,29.73259664921789,3.473869405615541,1.0028467231655598,6.762340970404109,0.9941176466005488,0.9949933955525092,0.0255716174385897,0.0417438882468024,0.7834349527427708,1.2189778155943272,0.9925501624736356,0.9803164489580212,1.0076179485259034,1.385535479872657,1.861679711374069,0.9263436645450154,1.2436506333987407,0.0177013702135475,9.105934184360864,1.0603262024792903,0.4712705252832104,1.8795284004895596,1.0172244631197969,1.026196866125496,0.0901205753925037,0.1354275179610272,0.4424632385851652,1.5885379814247962,1.003186921936578,0.9642040499107803,1.0690091941029278,3.213234027462707,4.277703363690341,2.1706312860959467,2.8242833002961567,0.0145405724180313,19.016886919390025,2.537380001220619,0.9806026182375502,4.603277190575753,2.5,15
1,Condition 2.5-15,0,1631983639.0,2414,1.0191162194995338,1.046800523773207,0.1662153892938449,0.2392011077510739,0.481606737652394,2.202207845186916,0.9988298518111918,0.8842362162220562,1.1229196520226978,5.005083313892938,6.686654366001228,3.4632313768967613,4.434933905440846,0.048478410352661,24.266190612564788,3.990115517927504,1.3774164582498558,7.194689767774105,0.99399966948787,0.9950001643606976,0.0240788940103299,0.0446184807987729,0.710195703229904,1.2960438673417891,0.9922147126712798,0.981508428768512,1.0039196117904965,1.3440166385618335,1.891328183624464,0.9399241216046784,1.330967960447813,0.012438149129864,11.062101899765992,0.982115508048651,0.4371616415410397,1.7821616337452235,1.0185588578103155,1.026846460879909,0.0846799610817785,0.1302249303064884,0.550114601321594,1.663422232497999,1.0047075026872418,0.9705022654213604,1.068065022437635,3.3165464977869648,4.663318509796936,2.295026397316088,3.2789502153441776,0.0365827071862874,31.471508959290663,2.540471775794208,1.0078645623147642,4.4699518705549615,2.5,15
1,Condition 2.5-15,0,1631983663.0,2374,1.020967599057126,1.0539348162747346,0.1838739384906014,0.2615962241481596,0.4782654860979983,2.545324702767184,1.0026454402872096,0.860359214430842,1.1373793468045317,5.110780268787535,6.77237176964334,3.3211987700496173,4.4444649403493965,0.0321715344295581,32.56613566746646,4.2165041752246175,1.811993145341652,6.967193621618708,0.9935257665072385,0.9945165329049686,0.0264806337983064,0.0443904893842289,0.7495403828616297,1.283107617355448,0.9921194533117592,0.980430050829681,1.0076471004032306,1.4767580232718434,2.023592804320051,0.9959788052001682,1.3838065400473147,0.016694312547829,10.642958078700364,1.108539898714261,0.5035430671390962,1.998542042537195,1.0189079922670048,1.0286068630308938,0.0914387056508685,0.1409501703584611,0.37717294814395,1.814347489817212,1.008726182953049,0.9634835437652997,1.0703944621588528,3.5108435779447262,4.684816063724577,2.2254960444608853,3.1025046647618253,0.0271376706030918,29.295563616024086,2.82638548422508,1.357187031021429,4.803642156936388,2.5,15
1,Condition 2.5-15,0,1631983687.0,2455,1.0152474142250154,1.0395294234623662,0.1676562467692637,0.2234154021137497,0.452295540936888,1.993665010002338,1.0011439507532764,0.8686162533381192,1.143440115276468,4.690177986470952,6.022041870723216,2.901556574286463,3.7779670433502064,0.0283844061863439,30.902785202000796,4.076006525791645,1.8401017243023012,6.678221308585877,0.9942536606757352,0.9951373190020892,0.0236818400407225,0.0419363596573392,0.8288737240506164,1.324818210442011,0.99256303194108,0.9822253535221354,1.0056342579911908,1.283859139217113,1.771574721605015,0.8382203890701373,1.2209791967298786,0.0198841881031535,11.658461483157344,0.9828322843586706,0.4766582136693426,1.6533122636803668,1.013607247550664,1.0208539666465752,0.0818311215324072,0.1214461886685388,0.6114155969720754,1.5367683787195154,1.002611683165079,0.963057079616421,1.060520246183049,2.882261548304779,3.675835032137676,1.7612170413286388,2.281765362545608,0.0241980927017364,18.058972323294697,2.464631533430077,1.1352834142661743,4.091387952032103,2.5,15
1,Condition 2.5-15,0,1631983712.0,2502,1.0229326301063226,1.0515608251490418,0.1674320326756246,0.2437473063538447,0.3963576083414296,2.121313102715282,0.9986391947689964,0.8844122374626429,1.1015121739303442,5.61180169712655,7.624507360710179,4.016243488368771,5.162504287972412,0.0459759985347245,40.37500213425954,4.228857125062054,1.4784179267493662,8.33576198212837,0.9939602637927624,0.9948969635490672,0.0259555573311236,0.0431706725341814,0.6820850366557349,1.2725527366879443,0.992238607771242,0.9787252471857416,1.0075572180290675,1.4243070078570532,1.945125555052492,0.9540717790519908,1.3249773271556269,0.0092963094209192,9.097244845237576,1.045216633152361,0.516526961196062,1.855848739278988,1.0202286855832117,1.0301723881004357,0.0948574746972647,0.142817122531459,0.4528702651164712,1.7539483971561132,1.006605567631114,0.958994515865888,1.0766636609615283,3.6356940594737472,4.896867458918444,2.4195221098465587,3.2810583707042045,0.0297914535492627,27.380171957959867,2.791625554297955,1.3189336987488112,4.934743103616313,2.5,15
1,Condition 2.5-15,0,1631983738.0,2643,1.014169580183766,1.0463752593291744,0.1730074200425184,0.2576555137640803,0.4111315185942818,2.6606590035830227,0.9949262434750712,0.8624596687940589,1.0943822092337587,4.760611839646476,6.570127363884956,3.3614452775977623,4.528897425790246,0.0205916606774086,34.124881221922216,3.805470481964724,1.17270108892675,6.645832151158874,0.9942175089040668,0.9949871499881144,0.0241454686652711,0.0391350623523177,0.8194872478074049,1.1953203124536425,0.9928225659566148,0.9817269820357912,1.0071501096491948,1.3596216571643789,1.946513973933558,0.9730952391646478,1.3932265792706882,0.0265775171559254,12.536017930228128,0.978496321143146,0.3773715787650339,1.7907430476177892,1.01658936092667,1.025483557002289,0.0864944084570629,0.134794181982511,0.5768003194697071,1.6889002784018798,1.0010572646768086,0.969172596261216,1.0573947419417644,3.0340746848223388,4.117497503354069,2.1057246611462626,2.7840815902371814,0.0210607081858161,18.675357516792403,2.3940369209549828,0.8486199177076104,4.178598491780635,2.5,15
1,Condition 2.5-15,0,1631983763.0,2407,1.020158148880479,1.0487704581128932,0.1765720568678156,0.2433545333814059,0.3435240642620119,2.150047829545614,0.9974585801090552,0.8788224167277374,1.139001960210024,4.914122691022612,6.581470012821463,3.2946564449604354,4.378939987531185,0.0277829445308489,30.116215852375827,3.989463565267062,1.4944699547976152,6.940081865839076,0.9948617470539656,0.9958459644096096,0.0263567089399263,0.0442730551718545,0.7308433431462417,1.1938030333061047,0.9927692703690034,0.9813538480146622,1.0078530844040925,1.42619574787239,1.9126303160434492,0.9369731058683348,1.2746747524536917,0.0287777091987267,8.150424459258764,1.0741221386479607,0.530694646703666,1.8994987243934447,1.019418385758461,1.0271849725256752,0.0869295241334974,0.1261020579205172,0.497515835393168,1.6109079852684127,1.004350587985149,0.9620218601783213,1.0743697670203285,3.231638266258367,4.100979963104809,1.953154541253874,2.5253121222344066,0.0323567508731769,17.771250379574038,2.712963133921904,1.4067651020876335,4.597967910608363,2.5,15
1,Condition 2.5-15,0,1631983787.0,2460,1.0173632964063422,1.0482840518695855,0.1795217143663661,0.2527792536231742,0.398584022782048,2.380477306812237,1.0035160200213205,0.8574813881402317,1.1226779883658415,5.0597413869977865,6.6779632057589176,3.352742510109005,4.359121147678922,0.0246558152581454,32.42801998734989,4.16671598171503,1.6639236633477843,7.299370037356049,0.9947112600243272,0.9954263391423296,0.0231233978771778,0.0377317448931455,0.7954128747379675,1.2669236655087983,0.99277800040446,0.9825750363505684,1.0080378157651408,1.412990609109624,1.903144474583283,0.9567410754497666,1.2751775192943626,0.017609947441569,8.631683829656742,1.0873657370833814,0.4491070845083245,2.0021898100721573,1.0183609447484854,1.0264295927324316,0.0832015081080065,0.128473361292866,0.467743853023903,1.7199359269749923,1.003903736309029,0.9708498935110196,1.0645359185915932,3.280993727519624,4.4002255860365125,2.159218586331136,2.932671640939754,0.0222176459011518,19.27546740746524,2.6403955924753397,1.125023651851443,4.487724947174988,2.5,15
1,Condition 2.5-15,0,1631983811.0,2327,1.0252744177855124,1.0525747962159142,0.1718729503216784,0.2382235456116498,0.3506487827329075,2.1609809974735223,1.0052222588109567,0.8875505135498847,1.1378552595654328,5.455959958679619,7.365831738695861,3.802188124849916,4.949597013472581,0.0539498836374069,34.14923136167245,4.371785919223916,1.3742831367718942,8.02402194768725,0.9947075522997468,0.9955859665713216,0.0257868749898235,0.0418216913367255,0.7992994626245872,1.353581244617677,0.9923702178518802,0.980391867350556,1.008282209947478,1.453301828139642,1.948241070512488,0.9242209950887024,1.297798588272957,0.0325620163855639,10.544422588753754,1.1295657109687056,0.5654253692213626,1.9392805162173592,1.019718285116333,1.0284693911694804,0.0883745305568794,0.1339089745503365,0.5630858831275517,1.637718319170634,1.004775244393934,0.9700961565041908,1.0678730136740242,3.315298187281313,4.237949841879888,2.0870907199905533,2.640457198720722,0.0453127051856189,16.99885095955703,2.864476215232827,1.1716683309607523,4.822032617783428,2.5,15
1,Condition 2.5-15,0,1631983833.0,2081,1.0161456671256424,1.044748832951913,0.1854239430552673,0.2428506692852432,0.4191346283571521,1.858853983932237,0.9984216566896564,0.8584232798633624,1.1453710834805002,5.504556375253771,6.770505843901463,3.0888527696537578,3.942978956717509,0.0163413523539234,25.40272219771,4.8303689226759055,2.631850686650588,7.698317110853325,0.9949261374286628,0.9960728131751312,0.0277411122102743,0.0477925498229352,0.7308948446481713,1.3014940321880963,0.9932755965013226,0.9804992326095574,1.009938072662797,1.3948763403319684,1.972447991593814,0.9203394721429686,1.3949217034109809,0.0145147607993905,13.871507646570706,1.0478661521831678,0.5234112529804472,1.7482011120875731,1.0179162744059431,1.025024766017743,0.0844511968460619,0.1205371772120051,0.559895822588064,1.5392519170372772,1.0036815549151477,0.9603299626622878,1.0690145767565475,3.1703192816828123,3.9588569770976254,1.8049139318197565,2.3715666175035555,0.0517356338264925,18.28296330289696,2.736528712727406,1.4587175243704131,4.332060012724742,2.5,15
