Feature,Value,Model,test_set
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_22')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_22')"
error,0,DecisionTreeRegressor(random_state=1579),"('subject_10', 'subject_16', 'subject_22')"
error,0,PassiveAggressiveRegressor(random_state=1579),"('subject_10', 'subject_16', 'subject_22')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3229)","('subject_10', 'subject_16', 'subject_24')"
error,0,LGBMRegressor(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3229)","('subject_10', 'subject_16', 'subject_24')"
error,0,GradientBoostingRegressor(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,AdaBoostRegressor(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_24')"
error,0,Ridge(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,Lars(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_24')"
error,0,ElasticNet(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_24')"
error,0,Lasso(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,LassoLars(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_24')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_24')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_24')"
error,0,DecisionTreeRegressor(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,PassiveAggressiveRegressor(random_state=3229),"('subject_10', 'subject_16', 'subject_24')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2399)","('subject_10', 'subject_16', 'subject_25')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2399)","('subject_10', 'subject_16', 'subject_25')"
error,0,GradientBoostingRegressor(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,AdaBoostRegressor(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,LGBMRegressor(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_25')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_25')"
error,0,Lasso(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,LassoLars(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_25')"
error,0,Ridge(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,ElasticNet(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_25')"
error,0,Lars(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_25')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_25')"
error,0,DecisionTreeRegressor(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,PassiveAggressiveRegressor(random_state=2399),"('subject_10', 'subject_16', 'subject_25')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=1803)","('subject_10', 'subject_16', 'subject_26')"
error,0,AdaBoostRegressor(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=1803)","('subject_10', 'subject_16', 'subject_26')"
error,0,GradientBoostingRegressor(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_26')"
error,0,Ridge(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_26')"
error,0,ElasticNet(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,Lasso(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,LassoLars(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_26')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_26')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_26')"
error,0,LGBMRegressor(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_26')"
error,0,DecisionTreeRegressor(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,Lars(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,PassiveAggressiveRegressor(random_state=1803),"('subject_10', 'subject_16', 'subject_26')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6755)","('subject_10', 'subject_16', 'subject_27')"
error,0,LGBMRegressor(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,GradientBoostingRegressor(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6755)","('subject_10', 'subject_16', 'subject_27')"
error,0,AdaBoostRegressor(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_27')"
error,0,Ridge(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,ElasticNet(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_27')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_27')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_27')"
error,0,Lasso(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,LassoLars(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_27')"
error,0,Lars(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_27')"
error,0,DecisionTreeRegressor(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,PassiveAggressiveRegressor(random_state=6755),"('subject_10', 'subject_16', 'subject_27')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3380)","('subject_10', 'subject_16', 'subject_28')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3380)","('subject_10', 'subject_16', 'subject_28')"
error,0,GradientBoostingRegressor(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,AdaBoostRegressor(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,LGBMRegressor(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_28')"
error,0,Lars(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,Ridge(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,ElasticNet(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_28')"
error,0,Lasso(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,LassoLars(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_28')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_28')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_28')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_28')"
error,0,DecisionTreeRegressor(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,PassiveAggressiveRegressor(random_state=3380),"('subject_10', 'subject_16', 'subject_28')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4994)","('subject_10', 'subject_16', 'subject_29')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4994)","('subject_10', 'subject_16', 'subject_29')"
error,0,GradientBoostingRegressor(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,LGBMRegressor(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,AdaBoostRegressor(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_29')"
error,0,Ridge(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_29')"
error,0,ElasticNet(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,LassoLars(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,Lasso(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_29')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_29')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_29')"
error,0,Lars(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_29')"
error,0,DecisionTreeRegressor(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,PassiveAggressiveRegressor(random_state=4994),"('subject_10', 'subject_16', 'subject_29')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4428)","('subject_10', 'subject_16', 'subject_3')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4428)","('subject_10', 'subject_16', 'subject_3')"
error,0,AdaBoostRegressor(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,GradientBoostingRegressor(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,LGBMRegressor(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,ElasticNet(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_3')"
error,0,LassoLars(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,Lasso(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,Ridge(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_3')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_3')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_3')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_3')"
error,0,Lars(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_3')"
error,0,DecisionTreeRegressor(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,PassiveAggressiveRegressor(random_state=4428),"('subject_10', 'subject_16', 'subject_3')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=704)","('subject_10', 'subject_16', 'subject_33')"
error,0,GradientBoostingRegressor(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,LGBMRegressor(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=704)","('subject_10', 'subject_16', 'subject_33')"
error,0,AdaBoostRegressor(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_33')"
error,0,Ridge(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,Lars(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_33')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_33')"
error,0,ElasticNet(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_33')"
error,0,Lasso(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,LassoLars(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_33')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_33')"
error,0,DecisionTreeRegressor(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,PassiveAggressiveRegressor(random_state=704),"('subject_10', 'subject_16', 'subject_33')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2345)","('subject_10', 'subject_16', 'subject_5')"
error,0,GradientBoostingRegressor(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,AdaBoostRegressor(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,LGBMRegressor(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2345)","('subject_10', 'subject_16', 'subject_5')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_5')"
error,0,Ridge(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,ElasticNet(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,Lars(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_5')"
error,0,Lasso(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,LassoLars(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_5')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_5')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_5')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_5')"
error,0,DecisionTreeRegressor(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,PassiveAggressiveRegressor(random_state=2345),"('subject_10', 'subject_16', 'subject_5')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2361)","('subject_10', 'subject_16', 'subject_6')"
error,0,LGBMRegressor(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,GradientBoostingRegressor(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2361)","('subject_10', 'subject_16', 'subject_6')"
error,0,AdaBoostRegressor(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_6')"
error,0,Ridge(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,Lars(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,ElasticNet(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_6')"
error,0,Lasso(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,LassoLars(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_6')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_6')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_6')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_6')"
error,0,DecisionTreeRegressor(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,PassiveAggressiveRegressor(random_state=2361),"('subject_10', 'subject_16', 'subject_6')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5246)","('subject_10', 'subject_16', 'subject_7')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5246)","('subject_10', 'subject_16', 'subject_7')"
error,0,GradientBoostingRegressor(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,LGBMRegressor(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,AdaBoostRegressor(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,LinearRegression(n_jobs=-1),"('subject_10', 'subject_16', 'subject_7')"
error,0,Ridge(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,OrthogonalMatchingPursuit(),"('subject_10', 'subject_16', 'subject_7')"
error,0,ElasticNet(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,LassoLars(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,Lasso(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,DummyRegressor(),"('subject_10', 'subject_16', 'subject_7')"
error,0,BayesianRidge(),"('subject_10', 'subject_16', 'subject_7')"
error,0,HuberRegressor(),"('subject_10', 'subject_16', 'subject_7')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_10', 'subject_16', 'subject_7')"
error,0,DecisionTreeRegressor(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,PassiveAggressiveRegressor(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,Lars(random_state=5246),"('subject_10', 'subject_16', 'subject_7')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2786)","('subject_10', 'subject_16', 'subject_8')"
error,0,GradientBoostingRegressor(random_state=2786),"('subject_10', 'subject_16', 'subject_8')"
error,0,LGBMRegressor(random_state=2786),"('subject_10', 'subject_16', 'subject_8')"
error,0,AdaBoostRegressor(random_state=2786),"('subject_10', 'subject_16', 'subject_8')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2786)","('subject_10', 'subject_16', 'subject_8')"
